,District,Year,Disease,Number.Cases,Incidence.Rate,Prevalence,Number.Deaths,Mortality.Rates,population,prec_mean,CropRainfed.n.patches,Herbaceous.n.patches,TreeShrub.n.patches,MosCrop.n.patches,MosNatural.n.patches,BroadEvgClop.n.patches,Shrub.n.patches,FloodFresh.n.patches,FloodSalt.n.patches,Urban.n.patches,Water.n.patches,CropRainfed.total.area,Herbaceous.total.area,TreeShrub.total.area,MosCrop.total.area,MosNatural.total.area,BroadEvgClop.total.area,Shrub.total.area,FloodFresh.total.area,FloodSalt.total.area,Urban.total.area,Water.total.area,CropRainfed.patch.density,Herbaceous.patch.density,TreeShrub.patch.density,MosCrop.patch.density,MosNatural.patch.density,BroadEvgClop.patch.density,Shrub.patch.density,FloodFresh.patch.density,FloodSalt.patch.density,Urban.patch.density,Water.patch.density,SparseVeg.n.patches,SparseVeg.total.area,SparseVeg.patch.density,CropIrrigate.n.patches,MosTreeHerb.n.patches,ShrubEvg.n.patches,Grass.n.patches,CropIrrigate.total.area,MosTreeHerb.total.area,ShrubEvg.total.area,Grass.total.area,CropIrrigate.patch.density,MosTreeHerb.patch.density,ShrubEvg.patch.density,Grass.patch.density,MosHerbTree.n.patches,MosHerbTree.total.area,MosHerbTree.patch.density,SMR
320,Sipitang,2012,malaria,73,1.9,0.00198444,0,0,36786.2,8.66934352,15,23,20,120,148,22,0,88,37,7,15,743.0971748,695.651713,562.2852809,6944.902761,13318.56638,247608.4199,0,4363.580054,3943.220608,371.4794298,380.9675733,5.37E-05,8.24E-05,7.16E-05,0.000429757,0.000530034,7.88E-05,0,0.000315155,0.000132508,2.51E-05,5.37E-05,5,266.8259391,1.79E-05,1,0,0,0,9.52485721,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,3.210020394
321,Tambunan,2012,malaria,31,0.7,0.000822334,0,0,37697.6,NA,12,9,2,84,76,18,0,3,0,5,0,1351.102352,989.5293147,38.0525047,6061.004437,12580.14611,120656.356,0,66.6041619,0,85.63123578,0,8.46E-05,6.34E-05,1.41E-05,0.000592027,0.000535643,0.000126863,0,2.11E-05,0,3.52E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33020278
322,Tawau,2012,malaria,243,0.6,0.00056471,0,0,430309,NA,107,100,217,495,469,274,0,47,38,33,243,3575.21604,3870.504399,15977.37834,96996.93244,112722.2128,312923.2736,0,1611.244266,39978.58486,3289.627379,5463.369137,0.000179384,0.000167649,0.000363798,0.000829862,0.000786273,0.000459358,0,7.88E-05,6.37E-05,5.53E-05,0.000407387,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,0.913472975
323,Tenom,2012,malaria,92,1.4,0.001579513,1,1.1,58245.8,7.700683195,12,15,30,127,117,43,0,16,6,6,0,295.2784362,752.3960005,1657.258298,11315.45036,36194.17043,180066.014,0,771.4798715,209.5128981,238.0624788,0,5.18E-05,6.48E-05,0.00012959,0.000548597,0.0005054,0.000185745,0,6.91E-05,2.59E-05,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555012751
324,Tongod,2012,malaria,117,2.1,0.003045067,0,0,38422.8,NA,23,59,90,497,462,120,7,177,3,2,0,657.0219657,1714.430163,6178.059713,47666.99737,112011.3945,858617.9693,580.9955324,8541.398526,85.6961263,19.04285133,0,2.22E-05,5.69E-05,8.69E-05,0.000479696,0.000445915,0.000115822,6.76E-06,0.000170837,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.925685858
325,Tuaran,2012,malaria,33,0.3,0.000301295,0,0,109527.2,NA,51,30,1,110,141,30,0,9,16,51,37,2851.86836,1701.620979,19.02277187,7719.761079,10667.60299,87838.59947,0,218.6165586,5142.507411,1872.824722,541.8265544,0.000429422,0.000252601,8.42E-06,0.000926204,0.001187225,0.000252601,0,7.58E-05,0.000134721,0.000429422,0.000311541,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.48737339
326,Beaufort,2013,malaria,12,0.8,0.00017937,0,0,66901,7.991272242,35,20,11,183,181,103,1,68,47,12,29,2037.068862,1056.677338,475.9737743,27931.38993,39146.06651,78089.38035,38.07865457,5093.263464,13387.19987,533.1351311,457.0503946,0.00020803,0.000118874,6.54E-05,0.001087698,0.00107581,0.000612201,5.94E-06,0.000404172,0.000279354,7.13E-05,0.000172367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378364593
327,Beluran,2013,malaria,98,0.1,0.000856179,1,1,114462,8.781573321,83,115,332,632,751,340,43,273,105,22,339,3735.810727,9479.206492,26531.13015,126320.3842,108707.2245,444904.6398,2214.656887,11598.75474,84569.59165,1330.345293,6824.828131,0.000100444,0.000139169,0.000401776,0.000764827,0.000908837,0.000411458,5.20E-05,0.000330376,0.000127068,2.66E-05,0.000410247,4,114.0821406,4.84E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.806036809
328,Keningau,2013,malaria,186,0.1,0.00100794,0,0,184534.8,5.788525587,69,68,38,260,121,153,17,12,0,37,0,2418.442112,11872.67,6171.309687,57902.96688,116280.2061,116870.3607,2561.397035,342.8553024,0,1104.536611,0,0.000218683,0.000215514,0.000120434,0.000824024,0.000383488,0.000484907,5.39E-05,3.80E-05,0,0.000117265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.126162811
329,Kinabatangan,2013,malaria,48,0.2,0.000288584,1,2.1,166329.3,7.016253655,123,25,531,376,492,203,0,169,83,19,212,7919.737733,1046.994006,40027.38971,59006.84544,35617.65747,521061.0345,0,16074.90178,73784.05134,561.5426386,7213.559849,0.000161351,3.28E-05,0.000696564,0.000493235,0.000645404,0.000266295,0,0.000221694,0.000108879,2.49E-05,0.000278101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608743489
330,Kota Belud,2013,malaria,53,0,0.00053827,0,0,98463.6,7.349511197,54,44,1,94,150,39,5,20,23,29,49,8143.647959,2803.055763,19.01776766,16886.98192,14749.66096,86696.01458,95.04420958,703.1371511,2726.843834,731.733178,883.6137349,0.000400339,0.000326202,7.41E-06,0.000696887,0.001112054,0.000289134,3.71E-05,0.000148274,0.000170515,0.000214997,0.000363271,5,161.5957902,3.71E-05,4,4,1,1,114.0660579,104.582038,38.03177387,28.52369668,2.97E-05,2.97E-05,7.41E-06,7.41E-06,0,0,0,1.135434304
331,Kota Kinabalu,2013,malaria,7,0.3,1.43E-05,0,0,490237.8,7.704900004,80,43,0,47,43,24,1,1,15,28,43,2063.384691,770.2018614,0,2424.735172,2985.743216,17317.08862,142.5875803,19.0151247,1711.55468,8843.45673,675.0889955,0.002162695,0.001162448,0,0.001270583,0.001162448,0.000648808,2.70E-05,2.70E-05,0.000405505,0.000756943,0.001162448,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.03011987
332,Kota Marudu,2013,malaria,82,0.6,0.00116671,0,0,70283.1,7.173930889,21,28,1,106,123,25,0,20,5,4,26,2432.112107,969.1031856,19.00852162,11515.66173,22793.49394,129614.1906,0,1121.014669,6354.837699,199.5082945,541.3987274,0.000119617,0.000159489,5.70E-06,0.000603781,0.000700614,0.000142401,0,0.000113921,2.85E-05,2.28E-05,0.000148097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.461074697
333,Kuala Penyu,2013,malaria,1,0,4.98E-05,0,0,20085.4,8.381234599,12,1,1,38,77,25,1,42,31,8,80,456.8604895,19.03528339,19.03867109,5634.896786,7110.291038,17570.87355,47.59528693,2027.576432,11966.81411,133.2564263,1608.645852,0.000257381,2.14E-05,2.14E-05,0.000815041,0.00165153,0.000536211,2.14E-05,0.000900834,0.000664902,0.000171588,0.001715875,2,28.55317006,4.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105022262
334,Kudat,2013,malaria,87,1.3,0.000977303,0,0,89020.5,7.390247946,50,16,0,145,215,62,9,122,105,13,243,2495.333384,502.8607477,0,7792.368638,12549.12173,77022.7482,170.744742,3596.153933,20191.60643,911.2749007,5749.667071,0.000375451,0.000120144,0,0.001088808,0.00161444,0.000465559,6.76E-05,0.000916101,0.000788447,9.76E-05,0.001824693,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,2.061536721
335,Kunak,2013,malaria,21,0.7,0.000318061,0,0,66025,7.056235537,14,0,117,119,125,35,0,10,22,1,37,1324.550852,0,6108.309247,13074.26609,8986.240774,75340.79742,0,295.3715491,4154.41075,209.654992,1314.966038,0.000126344,0,0.001055875,0.001073924,0.001128072,0.00031586,0,9.02E-05,0.000198541,9.02E-06,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670923087
336,Lahad Datu,2013,malaria,178,0,0.000812355,0,0,219116,6.576748741,38,30,369,369,400,90,0,48,50,16,124,2409.518053,1190.562416,28179.67143,41905.98012,25763.06042,533360.2608,0,1867.017107,14040.81735,1142.988878,2028.93579,5.83E-05,4.60E-05,0.000566047,0.000566047,0.000613602,0.00013806,0,7.36E-05,7.67E-05,2.45E-05,0.000190216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.713593329
337,Nabawan,2013,malaria,51,0.9,0.00148186,0,0,34416.2,7.867673106,10,23,11,187,228,38,6,36,0,0,0,247.6767472,1476.380009,190.632914,14433.61386,33526.80324,564346.7748,533.3639558,905.4715321,0,0,0,1.62E-05,3.74E-05,1.79E-05,0.000303739,0.000370334,6.17E-05,9.75E-06,5.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125857034
338,Papar,2013,malaria,14,0.1,0.000100554,0,0,139228.9,7.335083997,53,26,9,114,99,46,0,20,14,35,24,3567.967769,704.0710879,466.3192792,10029.4491,16663.09439,87724.78038,0,780.1830125,1598.370086,2074.001662,352.0355086,0.00042713,0.000209536,7.25E-05,0.000918733,0.000797847,0.000370717,0,0.000161181,0.000112827,0.000282067,0.000193417,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.212109683
339,Penampang,2013,malaria,8,0.2,5.81E-05,0,0,137700.6,7.093222023,23,27,0,30,29,7,0,0,3,8,1,760.8701722,827.4645456,0,2101.974093,1122.343128,38372.48297,0,0,47.55495079,2758.127383,57.06459675,0.00049948,0.000586346,0,0.000651496,0.000629779,0.000152016,0,0,6.51E-05,0.000173732,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122550759
340,Pitas,2013,malaria,48,0.7,0.00119343,0,0,40220.2,7.656772041,27,18,0,152,196,52,3,147,62,4,110,721.5744366,1177.442695,0,9581.387882,17198.66898,95936.83188,132.8729957,7262.847324,22605.60032,132.9537487,3123.545381,0.000171023,0.000114015,0,0.000962795,0.001241499,0.000329377,1.90E-05,0.000931124,0.000392719,2.53E-05,0.000696759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517438463
341,Putatan,2013,malaria,1,0.2,1.74E-05,0,0,57508.9,7.093222023,11,5,0,6,4,3,0,0,0,1,2,256.8072382,161.694613,0,485.0881248,85.60453321,323.4020434,0,0,0,1284.030607,57.06945308,0.004145161,0.001884164,0,0.002260997,0.001507331,0.001130498,0,0,0,0.000376833,0.000753666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036679786
342,Ranau,2013,malaria,194,0.3,0.001898179,0,0,102203.2,6.980170011,39,39,6,214,176,48,2,9,1,12,0,1578.671422,2653.235048,152.1415258,19781.28658,51982.56081,284558.3726,38.03187096,627.7158533,9.512870671,1245.699532,0,0.000107391,0.000107391,1.65E-05,0.000589272,0.000484635,0.000132173,5.51E-06,2.48E-05,2.75E-06,3.30E-05,0,4,104.6033542,1.10E-05,1,5,0,1,9.508811166,285.2404865,0,28.52394025,2.75E-06,1.38E-05,0,2.75E-06,3,104.5907711,8.26E-06,4.004046273
343,Sandakan,2013,malaria,12,0,2.85E-05,0,0,421098,8.15195647,42,26,183,194,195,94,2,80,56,30,227,1169.897824,1788.183035,12424.77502,18045.86388,10416.63873,115061.2686,76.06955073,3186.59007,56505.76617,3024.771249,4641.798152,0.000185521,0.000114846,0.000808343,0.000856931,0.000861349,0.000415214,8.83E-06,0.000353374,0.000247362,0.000132515,0.001002698,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.060111826
344,Semporna,2013,malaria,56,0.3,0.000386923,0,0,144731.7,7.214808182,37,14,93,140,148,84,0,30,84,4,221,2983.64971,533.8342126,5538.314483,16606.0153,8293.437266,57393.92103,0,733.9272436,17719.84158,314.5765538,7120.336755,0.000315572,0.000119406,0.000793195,0.001194056,0.001262288,0.000716434,0,0.000255869,0.000716434,3.41E-05,0.001884903,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816180502
345,Sipitang,2013,malaria,49,0.2,0.001313768,0,0,37297.3,7.889114322,15,24,20,126,153,22,0,88,37,10,15,704.9998255,790.9525765,571.8167699,7021.135282,13575.80355,247170.1335,0,4334.988955,3933.696199,457.201674,371.4425529,5.37E-05,8.60E-05,7.16E-05,0.000451245,0.00054794,7.88E-05,0,0.000315155,0.000132508,3.58E-05,5.37E-05,5,266.8259391,1.79E-05,1,0,0,0,9.52485721,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,2.771280832
346,Tambunan,2013,malaria,52,0.3,0.001354241,0,0,38397.9,6.620639207,12,11,2,85,77,18,0,3,0,6,0,1351.102352,999.0464118,38.0525047,6070.520306,12580.15652,120618.282,0,66.6041619,0,104.6617848,0,8.46E-05,7.75E-05,1.41E-05,0.000599075,0.000542691,0.000126863,0,2.11E-05,0,4.23E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85665453
347,Tawau,2013,malaria,158,0,0.000359683,1,0.6,439276,7.041629943,108,101,216,493,469,273,0,47,38,36,243,3498.936678,3832.370195,15939.24151,96739.5107,112626.8692,313256.972,0,1611.244266,39969.04906,3470.78046,5463.369137,0.000181061,0.000169325,0.000362122,0.000826509,0.000786273,0.000457682,0,7.88E-05,6.37E-05,6.04E-05,0.000407387,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,0.758719878
348,Tenom,2013,malaria,99,0,0.001675972,0,0,59070.2,7.504063627,11,16,30,126,111,43,0,15,7,6,0,276.2327181,742.8724141,1657.258298,10915.51021,35879.96169,180694.4659,0,866.7004435,219.0351079,247.5860652,0,4.75E-05,6.91E-05,0.00012959,0.000544277,0.000479482,0.000185745,0,6.48E-05,3.02E-05,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.535318982
349,Tongod,2013,malaria,67,0.4,0.001694564,0,0,39538.2,7.339752746,23,70,93,518,459,122,7,169,3,2,0,657.0219657,2628.438918,6054.333406,47476.67666,113744.0687,856837.4998,580.9955324,7989.232085,85.6961263,19.04285133,0,2.22E-05,6.76E-05,8.98E-05,0.000499965,0.000443019,0.000117752,6.76E-06,0.000163116,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.574536701
350,Tuaran,2013,malaria,24,0.3,0.000215105,0,0,111573.3,7.200371194,51,30,1,109,141,30,0,9,16,56,37,2842.361863,1692.114332,19.02277187,7586.627124,10639.06924,87971.751,0,218.6165586,5142.507411,1929.860343,541.8265544,0.000429422,0.000252601,8.42E-06,0.000917784,0.001187225,0.000252601,0,7.58E-05,0.000134721,0.000471522,0.000311541,1,133.088765,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.453746006
